movie_title,genres,imdb_score,title_year,music genre,song,artist,year,Rating,ISBN,Book-Title,Book-Author,book genre,Rating
"Hail, Caesar!",Comedy,6.4,2004,rap,differences,ginuwine,2002,6.4,3257233027,Richtig leben mit Geri Weibel. Neue Folge.,Martin Suter,,
Keanu,Action,6.4,2004,teen pop,here is gone,goo goo dolls,2002,6.4,325723273X,Richtig leben mit Geri Weibel.,Martin Suter,,
Evolution,Drama,6.4,2004,rock,put it on me,ja rule featuring lil mo and vita,2001,6.4,743412028,Pay It Forward,Catherine Ryan Hyde,,
Ted2,Comedy,6.4,2004,jazz,never had a dream come true,s club 7,2001,6.4,3442429439,Die geheime Geschichte.,Donna Tartt,,
Goosebumps,Adventure,6.4,2004,pop rock,maria maria,santana featuring the product gb,2000,6.4,61056774,The X-Files: Ground Zero,Kevin J. Anderson,,
The Assassin,Action,6.4,2004,pop,there you go,pink,2000,6.4,425169693,Here on Earth (Oprah's Book Club),Alice Hoffman,,
Paper Towns,Drama,6.4,2004,,blue da ba dee,eiffel 65,2000,6.4,452269571,Bastard Out of Carolina,Dorothy Allison,,
Project Almanac,Sci-Fi,6.4,2004,,wifey,next,2000,6.4,051513287X,Face the Fire (Three Sisters Island Trilogy),Nora Roberts,,
Goosebumps,Adventure,6.4,2004,,cowboy take me away,dixie chicks,2000,6.4,618002219,The Hobbit: or There and Back Again,J.R.R. Tolkien,,
Julija in alfa Romeo,Comedy,6.4,2004,,if you had my love,jennifer lopez,1999,6.4,553576399,Distraction: A Novel,Bruce Sterling,,
Rio2,Adventure,6.4,2004,,bills bills bills,destinys child,1999,6.4,451458370,Alien Taste (Roc Science Fiction),Wen Spencer,,
Muppets Most Wanted,Adventure,6.4,2004,,mambo no 5,lou bega,1999,6.4,441374239,Islands in the Net,Bruce Sterling,,
Lucy,Action,6.4,2004,,candle in the wind 1997,elton john,1998,6.4,887307884,Dogbert's Top Secret Management Handbook,Scott Adams,,
Dragon Nest: Warriors' Dawn,Adventure,6.4,2004,,money power  respect,the lox featuring dmx and lil kim,1998,6.4,252068505,Hollywood Speaks: Deafness and the Film Entertainment Industry,John S. Schuchman,,
Dolphin Tale2,Drama,6.4,2004,,love you down,inoj,1998,6.4,804108447,Druids,MORGAN LLYWELYN,,
Neighbors,Comedy,6.4,2004,,because you loved me,celine dion,1996,6.4,671721046,The Deed of Paksenarrion,Elizabeth Moon,,
Good Kill,Drama,6.4,2004,,gangstas paradise,coolio featuring lv,1995,6.4,441117732,Count Zero (Ace Science Fiction),William Gibson,,
Oz the Great and Powerful,Adventure,6.4,2004,,creep,tlc,1995,6.4,553576429,A Good Old-Fashioned Future: Stories,Bruce Sterling,,
White House Down,Action,6.4,2004,,before i let you go,blackstreet,1995,6.4,915035170,Deaf Culture Our Way,Holcomb,,
Grudge Match,Comedy,6.4,2004,,the sweetest days,vanessa williams,1995,6.4,60914254,A Loss for Words : The Story of Deafness in a Family,Lou Ann Walker,,
Riddick,Action,6.4,2004,,sugar hill,az,1995,6.4,441003702,Schismatrix Plus: Includes Schismatrix and Selected Stories from Crystal Express,Bruce Sterling,,
The Last Stand,Action,6.4,2004,,bump n grind,r kelly,1994,6.4,886776155,"When True Night Falls (Coldfire Trilogy, Book 2)",C.S. Friedman,,
Delivery Man,Comedy,6.4,2004,,understanding,xscape,1994,6.4,055329461X,The Difference Engine,WILLIAM GIBSON,,
The Frozen Ground,Crime,6.4,2004,,mary janes last dance,tom petty and the heartbreakers,1994,6.4,055357549X,Holy Fire: A Novel (Bantam Spectra Book),Bruce Sterling,,
ABCD(Any Body Can Dance),Drama,6.4,2004,,the right kind of love,jeremy jordan,1993,6.4,553373803,The Fifth Sacred Thing,Starhawk,,
Oz the Great and Powerful,Adventure,6.4,2004,,two steps behind,def leppard,1993,6.4,60392452,Stupid White Men ...and Other Sorry Excuses for the State of the Nation!,Michael Moore,,
Underworld: Awakening,Action,6.4,2004,,move this,technotronic featuring ya kid k,1992,6.4,1568650418,The Elric Saga PT. II,Michael Moorcock,,
The Raven,Crime,6.4,2004,,make it happen,mariah carey,1992,6.4,451455789,No One Noticed the Cat,Anne McCaffrey,,
Diary of a Wimpy Kid: Dog Days,Comedy,6.4,2004,,when i look into your eyes,firehouse,1992,6.4,963401661,Great Deaf Americans: The Second Edition,Matthew S. Moore,,
Won't Back Down,Drama,6.4,2004,,youre in love,wilson phillips,1991,6.4,1566393523,"The Feel of Silence (Health, Society, and Policy)",Bonnie Poitras Tucker,,
The Woman in Black,Drama,6.4,2004,,here we go,cc music factory,1991,6.4,153895152,Our Latin Heritage (Our Latin Heritage),Lillian M. Hines,,
The Brass Teapot,Comedy,6.4,2004,,cant stop this thing we started,bryan adams,1991,6.4,345412451,The Termination Node,Lois H. Gresh,,
Compliance,Biography,6.4,2004,,crazy,seal,1991,6.4,590353403,Harry Potter and the Sorcerer's Stone (Book 1),J. K. Rowling,,
Just Go with It,Comedy,6.4,2004,,i saw red,warrant,1991,6.4,671877283,"Silverlight: The Arcana, Book II (Arcana/Morgan Llywelyn, Bk 2)",Morgan Llywelyn,,
The Change-Up,Comedy,6.4,2004,,nothing compares 2 u,sinead oconnor,1990,6.4,941104184,War Against War,Ernst Friedrich,,
Colombiana,Action,6.4,2004,,if wishes came true,sweet sensation,1990,6.4,380815931,In the Beginning...was the Command Line,Neal Stephenson,,
Fright Night,Comedy,6.4,2004,,ice ice baby,vanilla ice,1990,6.4,930878132,Guide to Korean Characters: Reading and Writing Hangul and Hanja,Bruce K. Grant,,
The Iron Lady,Biography,6.4,2004,,u cant touch this,mc hammer,1990,6.4,932130097,American Deaf Culture: An Anthology,Sherman Wilcox,,
Our Idiot Brother,Comedy,6.4,2004,,sowing the seeds of love,tears for fears,1989,6.4,312263120,Digital Fortress : A Thriller,Dan Brown,,
Some Guy Who Kills People,Comedy,6.4,2004,,get outta my dreams get into my car,billy ocean,1988,6.4,446532231,"Dude, Where's My Country?",Michael Moore,,
Newlyweds,Comedy,6.4,2004,,foolish beat,debbie gibson,1988,6.4,806511605,Fairy-Faith in Celtic Countries (Library of the Mystic Arts),W. Y. Evans-Wentz,,
Shrek Forever After,Adventure,6.4,2004,,make me lose control,eric carmen,1988,6.4,7103999,Witch,Fiona Horne,,
Harry Potter and the Deathly Hallows: Part I,Fantasy,6.4,2004,,out of the blue,debbie gibson,1988,6.4,671877143,"SILVERHAND: ARCANA BOOK I (Llywelyn, Morgan. Arcana, Bk. 1.)",Morgan Llywelyn,,
Burlesque,Drama,6.4,2004,,dont be cruel,bobby brown,1988,6.4,886777844,Summon the Keeper,Tanya Huff,,
Get Him to the Greek,Comedy,6.4,2004,,when its love,van halen,1988,6.4,875424961,The 21 Lessons of Merlyn: A Study in Druid Magic and Lore,Douglas Monroe,,
Predators,Action,6.4,2004,,kissing a fool,george michael,1988,6.4,089281313X,"Seekers of the Healing Energy: Reich, Cayce, the Kahunas, and Other Masters of the Vital Force",Mary Coddington,,
Hot Tub Time Machine,Comedy,6.4,2004,,cherry bomb,john cougar mellencamp,1988,6.4,877285314,Spiritual Cleansing: A Handbook of Psychic Protection,Draja Mickaharic,,
The Losers,Action,6.4,2004,,open your heart,madonna,1987,6.4,765341840,"From The Two Rivers : The Eye of the World, Book 1 (Wheel of Time (Starscape))",Robert Jordan,,
She's Out of My League,Comedy,6.4,2004,,i knew you were waiting for me,aretha franklin and george michael,1987,6.4,380789116,The Queen's Necklace,Teresa Edgerton,,
Leap Year,Comedy,6.4,2004,,songbird,kenny g,1987,6.4,2877141667,L'Education Sentimenntale (World Classics),Gustave Flaubert,,
Centurion,Action,6.4,2004,,nothings gonna change my love for you,glenn medeiros,1987,6.4,312243359,We Wish to Inform You That Tomorrow We Will be Killed With Our Families: Stories from Rwanda,Philip Gourevitch,,
Womb,Drama,6.4,2004,,thats what friends are for,dionne and friends dionne warwick gladys knight elton john and stevie wonder,1986,6.4,2742702458,La Virevolte,Nancy Huston,,
Everything Must Go,Comedy,6.4,2004,,i miss you,klymaxx,1986,6.4,2253182389,Meurtres en soutane,P.D. James,,
Mozart's Sister,Biography,6.4,2004,,burning heart,survivor,1986,6.4,385498802,Bee Season: A Novel,Myla Goldberg,,
Freakonomics,Documentary,6.4,2004,,never,heart,1986,6.4,141002077,Cherry: A Memoir,Mary Karr,,
Monsters,Drama,6.4,2004,,talk to me,stevie nicks,1986,6.4,394757653,The Simple Art of Murder (Vintage Crime),RAYMOND CHANDLER,,
The Grace Card,Drama,6.4,2004,,lay your hands on me,thompson twins,1985,6.4,812579569,Domain,Steve Alten,,
The Taking of Pelham123,Action,6.4,2004,,sentimental street,night ranger,1985,6.4,898655293,Myth-Nomers and Im-Pervections,Robert Asprin,,
Funny People,Comedy,6.4,2004,,break my stride,matthew wilder,1984,6.4,449904628,Dave Barry Slept Here: A Sort of History of the United States,Dave Barry,,
Ninja Assassin,Action,6.4,2004,,to all the girls ive loved before,julio iglesias and willie nelson,1984,6.4,831750065,In Praise of Cats,Smithmark Publishing,,
Pirate Radio,Comedy,6.4,2004,,time will reveal,debarge,1984,6.4,446674338,Brown Girl in the Ring,Nalo Hopkinson,,
He's Just Not That Into You,Comedy,6.4,2004,,mr roboto,styx,1983,6.4,449702936,Sons from Afar,Cynthia Voigt,,
17 Again,Comedy,6.4,2004,,you are,lionel richie,1983,6.4,449702146,"Izzy, Willy-Nilly",Cynthia Voigt,,
Bandslam,Comedy,6.4,2004,,affair of the heart,rick springfield,1983,6.4,449701301,Building Blocks,Cynthia Voigt,,
The Invention of Lying,Comedy,6.4,2004,,straight from the heart,bryan adams,1983,6.4,449703347,Tree by Leaf,Cynthia Voigt,,
Solitary Man,Comedy,6.4,2004,,ebony and ivory,paul mccartney and stevie wonder,1982,6.4,590477323,Building Blocks (Point),Cynthia Voigt,,
The City of Your Final Destination,Drama,6.4,2004,,ive never been to me,charlene,1982,6.4,449701875,Jackaroo,Cynthia Voigt,,
Perrier's Bounty,Action,6.4,2004,,why do fools fall in love,diana ross,1982,6.4,590471570,A Solitary Blue (Point),Cynthia Voigt,,
The House of the Devil,Horror,6.4,2004,,living inside myself,gino vannelli,1981,6.4,449702545,Homecoming,Cynthia Voigt,,
Dead Snow,Comedy,6.4,2004,,miss sun,boz scaggs,1981,6.4,156005778,Mister Sandman (Harvest Book),Barbara Gowdy,,
Hancock,Action,6.4,2004,,magic,olivia newtonjohn,1980,6.4,375727434,"Hateship, Friendship, Courtship, Loveship, Marriage : Stories",Alice Munro,,
W.,Biography,6.4,2004,,special lady,ray goodman  brown,1980,6.4,1550223968,Too Close to the Falls: A Memoir,Catherine Gildiner,,
Be Kind Rewind,Comedy,6.4,2004,,all out of love,air supply,1980,6.4,312291639,The Nanny Diaries: A Novel,Emma McLaughlin,,
Hamlet2,Comedy,6.4,2004,,daydream believer,anne murray,1980,6.4,014043187X,The Picture of Dorian Gray (Penguin Classic),Oscar Wilde,,
Resident Evil: Extinction,Action,6.4,2004,,sara,fleetwood mac,1980,6.4,425101452,Phantoms,Dean R. Koontz,,
The Number23,Mystery,6.4,2004,,wait for me,hall  oates,1980,6.4,192816489,No Name (World's Classics),William Wilkie Collins,,
The Life Before Her Eyes,Drama,6.4,2004,,sad eyes,robert john,1979,6.4,189251415X,The Bearded Lady,Sharlee Dieguez,,
Brooklyn Rules,Crime,6.4,2004,,stumblin in,suzi quatro  chris norman,1979,6.4,014018869X,Cold Comfort Farm,Stella Gibbons,,
Night at the Museum,Action,6.4,2004,,new york groove,ace frehley,1979,6.4,1401068049,Revelation and the Fall of Judea,Maurice A. Williams,,
Click,Comedy,6.4,2004,,the closer i get to you,roberta flack  donny hathaway,1978,6.4,2070374637,L'Ami retrouvï¿½?©,Fred Uhlman,,
Charlotte's Web,Comedy,6.4,2004,,slip slidin away,paul simon,1978,6.4,2890377741,Lame (Collection Sextant),Esther Rochon,,
16 Blocks,Action,6.4,2004,,blue bayou,linda ronstadt,1978,6.4,375505296,The Dante Club : A Novel,Matthew Pearl,,
Marie Antoinette,Biography,6.4,2004,,peg,steely dan,1978,6.4,3423350024,Der Wahnsinn der Normalitï¿½?¤t.,Arno Gruen,,
She's the Man,Comedy,6.4,2003,,sweet talkin woman,electric light orchestra,1978,6.4,034536662X,Jacob the Baker: Gentle Wisdom For a Complicated World,Noah benShea,,
Stick It,Comedy,6.4,2003,,lifes been good,joe walsh,1978,6.4,553348981,Jitterbug Perfume,TOM ROBBINS,,
The Hills Have Eyes,Horror,6.4,2003,,southern nights,glen campbell,1977,6.4,486251772,Adventures at Sea in the Great Age of Sail: Five Firsthand Narratives,Elliot Snow,,
Jindabyne,Crime,6.4,2003,,car wash,rose royce,1977,6.4,671541013,POSSESSIONS,Judith Michael,,
10th& Wolf,Crime,6.4,2003,,you dont have to be a star to be in my show,marilyn mccoo  billy davis jr,1977,6.4,684874350,ANGELA'S ASHES,Frank McCourt,,
Factory Girl,Biography,6.4,2003,,dreams,fleetwood mac,1977,6.4,451207580,Who Left That Body in the Rain? (Thoroughly Southern Mysteries),Patricia Sprinkle,,
The Interpreter,Crime,6.4,2003,,high school dance,the sylvers,1977,6.4,446611212,Violets Are Blue,James Patterson,,
The Longest Yard,Comedy,6.4,2003,,cherchez la femme,dr buzzards original savannah band,1977,6.4,316168688,The Dogs of Babel (Today Show Book Club #12),Carolyn Parkhurst,,
Elizabethtown,Comedy,6.4,2003,,kiss and say goodbye,the manhattans,1976,6.4,452264790,Tar Baby,Toni Morrison,,
Pooh's Heffalump Movie,Animation,6.4,2003,,you sexy thing,hot chocolate,1976,6.4,679448802,Gone Bamboo,Anthony Bourdain,,
Because of Winn-Dixie,Comedy,6.4,2003,,golden years,david bowie,1976,6.4,425189082,The Etruscan Chimera (Archaeological Mystery),Lyn Hamilton,,
Shopgirl,Drama,6.4,2003,,deep purple,donny  marie osmond,1976,6.4,1566492785,The Tao of Bada Bing: Words of Wisdom from the Sopranos,David Chase,,
Winter Passing,Comedy,6.4,2003,,walk away from love,david ruffin,1976,6.4,553254456,Gestalt Therapy,Frederick S. Perls,,
Feast,Action,6.4,2003,,young hearts run free,candi staton,1976,6.4,553130250,Women Prefer Women,Elula Perrin,,
The Quiet,Drama,6.4,2003,,squeeze box,the who,1976,6.4,451451279,The Witch's Daughter,R.A. Salvatore,,
The Day After Tomorrow,Action,6.4,2003,,my eyes adored you,frankie valli,1975,6.4,441816533,Tomoe Gozen,Jessica Amanda Salmonson,,
Ocean's Twelve,Crime,6.4,2003,,hey wont you play another somebody done somebody wrong song,bj thomas,1975,6.4,879977361,Amazons II,Jessica Salmonson,,
Mindhunters,Crime,6.4,2003,,jackie blue,ozark mountain daredevils,1975,6.4,671002384,Ancient Blood:  Day of Honor #1 (Star Trek The Next Generation),Diane Carey,,
The Libertine,Drama,6.4,2003,,when will i be loved,linda ronstadt,1975,6.4,380561433,God Herself: Feminine Roots of Astrology,Geraldine Thorsten,,
Freeze Frame,Crime,6.4,2003,,youre the first the last my everything,barry white,1975,6.4,879831227,Preventive Organic Medicine (Pivot Health Book),Jurt W. Donsbach,,
Terminator3: Rise of the Machines,Action,6.4,2003,,youre no good,linda ronstadt,1975,6.4,425155943,Contagion,Robin Cook,,
How to Lose a Guy in10 Days,Comedy,6.4,2003,,lady,styx,1975,6.4,553240307,Sudden Death,Rita Mae Brown,,
Once Upon a Time in Mexico,Action,6.4,2003,,sideshow,blue magic,1974,6.4,3257229534,Der Vorleser,Bernhard Schlink,,
Anything Else,Comedy,6.4,2003,,top of the world,the carpenters,1974,6.4,553144286,Lord Valentine's castle,Robert Silverberg,,
Shade,Crime,6.4,2003,,wildwood weed,jim stafford,1974,6.4,440241537,The King of Torts,JOHN GRISHAM,,
Northfork,Drama,6.4,2003,,frankenstein,edgar winter group,1973,6.4,034538475X,The Tale of the Body Thief (Vampire Chronicles (Paperback)),Anne Rice,,
The Sum of All Fears,Action,6.4,2003,,stuck in the middle with you,stealers wheel,1973,6.4,671004247,"Treaty's Law (Star Trek: Day of Honor, Book 4)",Kristine Kathryn Rusch,,
Star Trek: Nemesis,Action,6.4,2003,,oh babe what would you say,hurricane smith,1973,6.4,671002406,"Her Klingon Soul (Star Trek Voyager: Day of Honor, Book 3)",Michael Jan Friedman,,
Blood Work,Action,6.4,2003,,dueling banjos,eric weissberg  steve mandell,1973,6.4,671006754,"Armageddon Sky (Star Trek Deep Space Nine: Day of Honor, Book 2)",L. A. Graf,,
Changing Lanes,Drama,6.4,2003,,here i am come and take me,al green,1973,6.4,055327418X,"Startide Rising (The Uplift Saga, Book 2)",David Brin,,
Welcome to Collinwood,Comedy,6.4,2003,,last song,edward bear,1973,6.4,345419995,Dave Barry's Greatest Hits,Dave Barry,,
Van Wilder: Party Liaison,Comedy,6.4,2003,,dont expect me to be your friend,lobo,1973,6.4,345388674,The Total Zone (Jordan Myles Mysteries),Martina Navratilova,,
The Singles Ward,Comedy,6.4,2003,,daisy a day,jud strunk,1973,6.4,345277937,GOLDENGIRL,Peter Lear,,
Funny Ha Ha,Comedy,6.4,2003,,space oddity,david bowie,1973,6.4,671824171,DANGEROUS GAMES,Marta Randall,,
Final Fantasy: The Spirits Within,Action,6.4,2003,,last night i didnt get to sleep at all,the 5th dimension,1972,6.4,441354955,"I, alien : a novel",Michael Reaves,,
Behind Enemy Lines,Action,6.4,2003,,family affair,sly  the family stone,1972,6.4,879977981,Moonscatter,Jo Clayton,,
American Pie2,Comedy,6.4,2003,,joy to the world,three dog night,1971,6.4,441239196,First Cycle,H. Beam Piper,,
Baby Boy,Crime,6.4,2003,,mr big stuff,jean knight,1971,6.4,671822845,STARCHILD TRILOGY,Frederik Pohl,,
The Business of Strangers,Drama,6.4,2003,,my sweet lord,george harrison,1971,6.4,880387157,Illegal Aliens (Tsr Books),Nick Pollotta,,
Made,Comedy,6.4,2003,,help me make it through the night,sammi smith,1971,6.4,451163036,Cat House,Michael Peak,,
The Perfect Storm,Action,6.4,2003,,yoyo,the osmonds,1971,6.4,394718224,"The unicorn and other poems, 1935-1955",Anne Morrow Lindbergh,,
Keeping the Faith,Comedy,6.4,2003,,bring the boys home,freda payne,1971,6.4,345280229,Warm Worlds and Otherwise,James Tiptree Jr.,,
The Yards,Crime,6.4,2003,,i just want to celebrate,rare earth,1971,6.4,875421989,The Magick of the Tarot (The Llewellyn Practical Guides),Denning &amp,,
The Messenger: The Story of Joan of Arc,Adventure,6.4,2003,,stickup,the honey cone,1971,6.4,087100240X,Psychic Tarot: Illustrated with the Aquarian Tarot Deck,Craig Junjulas,,
Double Jeopardy,Crime,6.4,2003,,chirpy chirpy cheep cheep,mac and katie kissoon,1971,6.4,874771412,Tarot therapy: A guide to the subconscious,Jan Woudhuysen,,
Big Daddy,Comedy,6.4,2003,,groove me,king floyd,1971,6.4,886777631,"City of Golden Shadow (Otherland, Volume 1)",Tad Williams,,
Flawless,Comedy,6.4,2003,,amazing grace,judy collins,1971,6.4,425098648,Night Chills,Dean R. Koontz,,
Brokedown Palace,Drama,6.4,2003,,united we stand,the brotherhood of man,1970,6.4,61008427,Pacific Blues,Stephen Smoke,,
Varsity Blues,Comedy,6.4,2003,,no time,the guess who,1970,6.4,425181103,Phantoms,Dean R. Koontz,,
Outside Providence,Comedy,6.4,2003,,hurt so bad,the lettermen,1969,6.4,786001690,Tattoo,Dale Banks,,
Dreaming of Joseph Lees,Drama,6.4,2003,,youve made me so very happy,blood sweat  tears,1969,6.4,380718340,Cruel &amp, Unusual (Kay Scarpetta Mysteries (Paperback)),,
The Blair Witch Project,Horror,6.4,2003,,id wait a million years,the grass roots,1969,6.4,451153553,Misery,Stephen King,,
Star Trek: Insurrection,Action,6.4,2003,,galveston,glen campbell,1969,6.4,142001805,The Eyre Affair: A Novel,Jasper Fforde,,
Deep Rising,Action,6.4,2003,,hang em high,booker t  the mgs,1969,6.4,380014033,Lord of Light,Roger Zelazny,,
The Man in the Iron Mask,Action,6.4,2003,,revolution,the beatles,1968,6.4,553277839,Faerie Tale,Raymond E. Feist,,
The Faculty,Horror,6.4,2003,,never give you up,jerry butler,1968,6.4,375706062,Lying Awake,Mark Salzman,,
Dirty Work,Comedy,6.4,2003,,somethin stupid,frank  nancy sinatra,1967,6.4,60981180,Mariette in Ecstasy,Ron Hansen,,
Stiff Upper Lips,Comedy,6.4,2003,,cant take my eyes off you,frankie valli,1967,6.4,61051098,"The Iron Lance (The Celtic Crusades, Book 1)",Stephen R. Lawhead,,
Switchback,Crime,6.4,2003,,never my love,the association,1967,6.4,425147622,The Body Farm,Patricia Daniels Cornwell,,
Smilla's Sense of Snow,Action,6.4,2003,,come on down to my boat,every mothers son,1967,6.4,451180410,Mortal Fear,Greg Iles,,
Clockwatchers,Comedy,6.4,2003,,mercy mercy mercy,the buckinghams,1967,6.4,425143341,Curfew,Phil Rickman,,
DragonHeart,Action,6.4,2003,,penny lane,the beatles,1967,6.4,446360856,The Gold Coast,Nelson DeMille,,
Phenomenon,Drama,6.4,2003,,i had too much to dream last night,the electric prunes,1967,6.4,1593100825,Highland Legacy: Four Generations of Love Are Rooted in Scotland,Tracey V. Bateman,,
Love and Other Catastrophes,Comedy,6.4,2003,,monday monday,the mamas  the papas,1966,6.4,1591451124,"Deep in the Heart: A Novel (Morris, Gilbert. Lone Star Series.)",Gilbert Morris,,
The Quick and the Dead,Action,6.4,2003,,good lovin,the young rascals,1966,6.4,800758579,Emma's Gift: A Novel,Leisha Kelly,,
Bang,Crime,6.4,2003,,hooray for hazel,tommy roe,1966,6.4,812589831,People of the Owl (First North Americans),Kathleen O'Neal Gear,,
Naked Gun331/3: The Final Insult,Comedy,6.4,2003,,somewhere my love,ray conniff singers,1966,6.4,451212193,Wind Walker,Cassie Edwards,,
The Santa Clause,Comedy,6.4,2003,,if i were a carpenter,bobby darin,1966,6.4,1593101678,Kansas Brides,Denise Hunter,,
Rapa Nui,Action,6.4,2003,,shes just my style,gary lewis  the playboys,1966,6.4,312993560,The Tea Rose,Jennifer Donnelly,,
There Goes My Baby,Comedy,6.4,2003,,the jolly green giant,the kingsmen,1965,6.4,373791429,A Burning Obsession (Blaze),Susan Kearney,,
New Nightmare,Fantasy,6.4,2003,,the last time,the rolling stones,1965,6.4,373227787,Wanted Woman : Cascades Concealed (Intrigue),B.J. Daniels,,
The Mighty Ducks,Comedy,6.4,2003,,treat her right,roy head,1965,6.4,037327372X,To the Limit (Intimate Moments),Virginia Kelly,,
New York Stories,Comedy,6.4,2003,pop,trap queen,fetty wap,2015,6.3,373273711,One Eye Open (Intimate Moments),Karen Whiddon,,
Beverly Hills Cop II,Action,6.4,2003,pop,bad blood,taylor swift featuring kendrick lamar,2015,6.3,380400480,A Pirate's Love,Johanna Lindsey,,
Rambo: First Blood Part II,Action,6.4,2003,pop,hello,adele,2015,6.3,964894203,"Secrets, Vol. 1",Alice Gaines,,
Gabriela,Comedy,6.4,2003,pop,somebody,natalie la rose featuring jeremih,2015,6.3,037327369X,A Cry In the Dark : Family Secrets: The Next Generation (Intimate Moments),Jenna Mills,,
Roar,Adventure,6.4,2003,pop,fourfiveseconds,rihanna kanye west and paul mccartney,2015,6.3,1551666685,Embrace the Twilight,Maggie Shayne,,
Nighthawks,Action,6.4,2003,rap,royals,lorde,2014,6.3,778320227,Edge of Twilight,Maggie Shayne,,
Flash Gordon,Action,6.4,2003,country,best day of my life,american authors,2014,6.3,553582763,By the Light of the Moon,DEAN KOONTZ,,
Star Trek: The Motion Picture,Adventure,6.4,2003,pop,blurred lines,robin thicke featuring ti and pharrell,2014,6.3,425188809,Watchers,Dean R. Koontz,,
F.I.S.T.,Drama,6.4,2003,pop,come with me now,kongos,2014,6.3,425092178,Strangers,Dean R. Koontz,,
Teenage Mutant Ninja Turtles: Out of the Shadows,Action,6.3,2003,rap,stay,rihanna featuring mikky ekko,2013,6.3,345384369,Intensity,DEAN KOONTZ,,
The Angry Birds Movie,Action,6.3,2003,latin pop,best song ever,one direction,2013,6.3,034539657X,Dark Rivers of the Heart,Dean R. Koontz,,
Criminal,Action,6.3,2003,latin pop,some nights,fun,2012,6.3,20532105,CRY THE BELOVED COUNTRY (Scribner Classic),Alan Paton,,
Risen,Action,6.3,2003,pop,diamonds,rihanna,2012,6.3,671623931,GOOD EARTH,Gordon Buck,,
Triple9,Action,6.3,2003,pop,rolling in the deep,adele,2011,6.3,20519109,The Old Man and the Sea (A Scribner Classic),Ernest Hemingway,,
Antibirth,Horror,6.3,2003,pop,knee deep,zac brown band featuring jimmy buffett,2011,6.3,425144429,Mr. Murder,Dean R. Koontz,,
Insurgent,Adventure,6.3,2003,pop,price tag,jessie j featuring bob,2011,6.3,345468392,The Chronicles of Riddick,ALAN DEAN FOSTER,,
Everest,Adventure,6.3,2003,pop,i made it cash money heroes,kevin rudolf featuring birdman jay sean and lil wayne,2010,6.3,312305060,The Hours: A Novel,Michael Cunningham,,
Trainwreck,Comedy,6.3,2003,pop,dont trust me,3oh3,2009,6.3,743493540,Van Helsing,Kevin Ryan,,
Forsaken,Drama,6.3,2003,pop,mad,neyo,2009,6.3,821770594,My Lady Pirate,Elizabeth Doyle,,
Forsaken,Drama,6.3,2003,pop,right now na na na,akon,2009,6.3,310466628,Windsong (Serenade/Serenata No. 14),Linda Herring,,
Abandoned,Drama,6.3,2003,pop,see you again,miley cyrus,2008,6.3,446363510,The Jacaranda Tree,Rebecca Brandewyne,,
Transcendence,Drama,6.3,2003,,shadow of the day,linkin park,2008,6.3,037329168X,Magic And Mist (Historical),Fern Michaels,,
Dracula Untold,Action,6.3,2003,,let it rock,kevin rudolf featuring lil wayne,2008,6.3,440206707,Viking's Woman,Heather Graham,,
Need for Speed,Action,6.3,2003,,good life,kanye west featuring tpain,2008,6.3,425144569,For All Eternity,Linda Lael Miller,,
Gone Girl,Crime,6.3,2003,,piece of me,britney spears,2008,6.3,821764462,Precious Passion (Zebra Splendor Historical Romances),Elizabeth Doyle,,
Horrible Bosses2,Comedy,6.3,2003,,the boss,rick ross featuring tpain,2008,6.3,451204948,A Day Late and a Dollar Short,Terry McMillan,,
Before I Go to Sleep,Drama,6.3,2003,pop,girlfriend,avril lavigne,2007,6.3,486290492,Sense and Sensibility (Dover Thrift Editions),Jane Austen,,
Endless Love,Drama,6.3,2003,pop,make me better,fabolous featuring neyo,2007,6.3,156619301X,Dracula,Bram Stoker,,
The November Man,Action,6.3,2003,country,crazy,gnarls barkley,2006,6.3,60175966,The Professor and the Madman,Simon Winchester,,
While We're Young,Comedy,6.3,2003,rap,say goodbye,chris brown,2006,6.3,399144137,Rainbow Six,Tom Clancy,,
The Blue Room,Crime,6.3,2003,pop,sunshine,lil flip featuring lea,2004,6.3,743436741,The Lions of Lucerne,Brad Thor,,
The Sisterhood of Night,Drama,6.3,2003,teen pop,splash waterfalls,ludacris,2004,6.3,330352253,To the Hilt,Dick Francis,,
H.,Drama,6.3,2003,latin pop,jesus walks,kanye west,2004,6.3,609600567,Road Rage,Ruth Rendell,,
Jack the Giant Slayer,Adventure,6.3,2003,pop,suga suga,baby bash featuring frankie j,2004,6.3,786404019,Day of the Long Night: A Palestinian Refugee Remembers the Nakba,Jamil I. Toubbeh,,
47 Ronin,Action,6.3,2003,rock,roses,outkast,2004,6.3,034545104X,Flesh Tones: A Novel,M. J. Rose,,
The Internship,Comedy,6.3,2003,jazz,walked outta heaven,jagged edge,2004,6.3,394756827,"Godel, Escher, Bach: An Eternal Golden Braid",Douglas R. Hofstadter,,
Anchorman2: The Legend Continues,Comedy,6.3,2003,pop,one thing,finger eleven,2004,6.3,300069049,Cosima Wagner's Diaries: An Abridgement,Cosima Wagner,,
Thunder and the House of Magic,Adventure,6.3,2003,jazz,halfcrazy,musiq soulchild,2002,6.3,399146431,The Bonesetter's Daughter,Amy Tan,,
